roomType,stars,address,numberOfGuests,primaryHost/smartName,price,firstReviewComments,firstReviewRating
Entire home,4.89,"Las Vegas, Nevada, United States",10,Ari,,How’s was clean and enjoyed the heated pool and hot tub,5.0
Tower,4.93,"Las Vegas, Nevada, United States",6,Armani,,The place looks amazing. The host is very accommodating. Will stay here again.,5.0
Entire condo,5.0,"Las Vegas, Nevada, United States",6,Ford,,Best 2 BR corner penthouse  is exactly as described.<br/>Perfect location and great amenities.,5.0
Entire home,,"Las Vegas, Nevada, United States",16,Vacation Rental Connect,,"I stayed at this centrally located home for a month with my team. We had a very comfortable stay and would recommend for large groups with pets. Many crucial amenities were provided in large quantities, which was very much appreciated. We grilled, we cooked, and we thoroughly enjoyed our time there. 🙏🏼",4.0
Room in hotel,,"Las Vegas, Nevada, United States",2,Suiteness,,,
Entire home,4.89,"Henderson, Nevada, United States",12,Eddie And Michelle,,"What a gem! The perfect house for a group - lots of entertainment, super clean, beautiful home and the perfect hosts. Will stay again!",5.0
Entire home,5.0,"Las Vegas, Nevada, United States",8,Brian,,"Excellent option for larger groups, or office trips! Everything was perfect and Brian made sure to send easy instructions and flexible options. 100% recommend! Absolutely beautiful yard!!!",5.0
Entire condo,5.0,"Las Vegas, Nevada, United States",8,Sly,,Was a great location and a spacious room.,5.0
Entire home,4.9,"Las Vegas, Nevada, United States",10,Marinko,,"Loved this place.<br/>Super comfortable + cozy.<br/>Quiet neighborhood, about 12-15 min from The Strip.<br/>Hosts were super responsive.<br/>Would stay again.",5.0
Entire home,4.84,"Las Vegas, Nevada, United States",8,Anthony,,"Location is great, about a 20 min Uber to the strip and pretty much everything else in Vegas. Would not hesitate to stay again!",5.0
Private room in resort,5.0,"Las Vegas, Nevada, United States",8,Theron,,Theron’s unit was amazing! Very modern and spacious i loved everything about it. <br/>The location was perfect as well a lot of places we wanted to go was in walking distance.<br/>The next time I go to Vegas I hope this unit is available as I will definitely be booking it again!,5.0
Entire condo,4.94,"Las Vegas, Nevada, United States",7,Ford,,"Nice place, great communication, nice location.",5.0
Private room in condo,4.96,"Las Vegas, Nevada, United States",8,Richard,,Great location - easy walking distance to Bellagio & The Cosmopolitan.,5.0
Entire home,4.8,"Las Vegas, Nevada, United States",12,Mali,,"Wonderful place to stay for our family reunion. Clean, spacious and comfortable. Mali was extremely responsive to requests and any issues that popped up. She was flexible and easy to work with. Her home was beautiful!",5.0
Entire home,,"Las Vegas, Nevada, United States",6,Roshi,,,
Entire home,4.76,"Las Vegas, Nevada, United States",12,Joseph,,"Wonderful place for large families or groups. Very large lot, fenced in completely, secure location.  large soccer field onsite, perfect for dogs to run!<br/>Will happily return someday.  <br/>Thanks Joseph!",5.0
Private room in resort,5.0,"Las Vegas, Nevada, United States",8,Vegas,,"Had great stay. The host was very responsive and helpful. The hotel abs the room were great, clean, and offered all we could ask for. Location was also excellent",5.0
Entire home,5.0,"Las Vegas, Nevada, United States",8,Jingjing,,House was just as described and close to a sports park and lots of restaurants. Jingling was a great host!,5.0
Entire home,4.97,"Henderson, Nevada, United States",8,Eddie And Michelle,,Place was really nice and clean.,5.0
Private room in resort,4.91,"Las Vegas, Nevada, United States",8,Vegas,,Great place. Good location and great host! Will definitely go back!,5.0
Entire home,4.99,"Las Vegas, Nevada, United States",14,Roman,,"I had such a special time at Roman’s place. My family and I felt like our home, and we felt blessed to start our year in that house. Roman provided funny costumes and accessories for us to get in the Vegas mood, thank you Roman for taking a good care of us! 🙏🏻",5.0
Entire home,4.78,"Las Vegas, Nevada, United States",6,Richard,,"Beautiful house, with plenty of space for anything you want to do! So many beautiful touches, and back yard that’ll have you thinking you’re in the tropics! Definitely worth it, and will be back!",5.0
Entire home,5.0,"Henderson, Nevada, United States",10,Winky,,Fantastic home with a lovely and attentive host. Everything you can ask for to make your stay comfortable and relaxing.,5.0
Entire home,4.91,"Las Vegas, Nevada, United States",12,Daniel & Suzanne,,"Great house especially for big groups.   Great location,  great house and decor.   The hosts are flexible and friendly.",5.0
Entire home,4.4,"Las Vegas, Nevada, United States",10,Taylor,,Lovely pool and lots of room with the bedrooms <br/>Tyler was responsive and helpful,5.0
Room in hotel,,"Las Vegas, Nevada, United States",8,Suiteness,,,
Entire serviced apartment,4.99,"Las Vegas, Nevada, United States",4,Susan,,Amazing host.  Very helpful. The suite met all of our expectations.  The cost was very reasonable for all the amenities. Definitely money well spent.,5.0
Entire home,4.8,"Las Vegas, Nevada, United States",16,G,,it was awesome,5.0
Entire home,4.85,"Las Vegas, Nevada, United States",16,Anthony,,"My family and I had a wonderful time at Anthony’s home. He is very friendly and we felt at home the moment we walked in. The pictures do not do justice as it is more beautiful in person. It is spacious, so my family and I did not feel cramped. I highly recommend this place and would book it again if we are ever back in Vegas. Thanks Anthony!",5.0
Entire home,4.87,"Las Vegas, Nevada, United States",12,Mo,,Easiest host to deal with and super comfortable house.,5.0
Room in hotel,4.84,"Las Vegas, Nevada, United States",8,Suiteness,,These are connected rooms at the Palazzo and are perfect for groups traveling together! The host is very responsive. Thank you for a great stay!,5.0
Room in hotel,4.98,"Las Vegas, Nevada, United States",8,Theron,,"Theron, our host, was outstanding. Easy to reach, very responsive and proactive. Love the Elara guidebook, so helpful. He made our stay very enjoyable and worry free. Thank you!",5.0
Entire home,4.94,"Las Vegas, Nevada, United States",10,Justin,,Wonderful accommodations! Would definitely stay again,5.0
Entire home,4.94,"Las Vegas, Nevada, United States",14,Ned,,"This is our second stay at one of Ned's property's. He is a great host, good communication, quick response, with well equipped homes in good quiet neighborhoods. This house has 4 bathrooms! One in each bedroom which is fantastic with 10 women staying there. The well stocked kitchens are great for cooking with plenty of dishes, utensils, pots & pans. Easy access to major streets makes it quick and easy to navigate Vegas. Plenty of stores and restuarants in the area. I will definitely book my next Vegas trip at one of his homes.",5.0
Entire home,4.58,"Las Vegas, Nevada, United States",15,Alex,,Great communication with Alex. The only thing we did we did not realize was one of the bedrooms was not an actual bedroom but instead a large room at the top of the stairs with no privacy. The doors to some of the other bedrooms came off this room.,4.0
Private room in resort,5.0,"Las Vegas, Nevada, United States",8,Vegas,,This was a great place.  Was a good base for exploring the strip.  Clean and great in-room amenities.,5.0
Entire home,4.78,"Las Vegas, Nevada, United States",10,Rob,,The house was perfect and rob was an amazing host !!!,5.0
Entire home,5.0,"Las Vegas, Nevada, United States",15,Jacob,,"The house was conducive to our offsite executive planning meeting where we wanted good amenities like the pool and hottub and quick access to the Las Vegas Strip.  This home was ideal for all the above.  A family would really enjoy this home and the fun amenities even more than we did, as we didn’t have time to enjoy all.",5.0
Entire serviced apartment,4.5,"Las Vegas, Nevada, United States",6,Dennis And Cindy,,"This place location is perfect. About 15 minutes walking distance from Paris hotel. Check-in was smooth and  we were able to get in early morning around 9:30 AM which was great. Even if room is not ready, Dennis and Cindy proactively sent us message where to live bags which was already great. From hosts perspective I couldn't ask for more. Kitchen looks nice, with big refrigerator but could be a bit better equipped. Front pool looks exactly like the one in the photo and it is  heated. Really nice place to relax before going to evening events in Vegas. <br/>Other photos were not that accurate. Game room didn't have a pool table or hockey table. We didn't find a gym like the one on the photo and table tennis racquets are just plastic pieces, really not for table tennis. Two jacuzzies we found were outdoor. Saying that, maybe there is some place within a resort with all these amenities just it wasn't that obvious.<br/>Overall I think it is OK value considering it was a SB weekend.",3.0
Entire condo,4.91,"Las Vegas, Nevada, United States",4,Johns & Co,,The unit was in a very quiet and secure neighborhood with easy access to the freeway and many nearby restaurants.  The communication with the host was extremely fast and friendly.  They checked in several times making sure we had everything we needed.  The only complaints were that the carpet was extremely dirty and a whole bunch of half used food was left in the kitchen and fridge.,4.0
Entire villa,4.88,"Las Vegas, Nevada, United States",12,Howard,,Great place for a big group,5.0
Entire serviced apartment,4.83,"Las Vegas, Nevada, United States",6,Dennis And Cindy,,Great place to stay! We were able to walk to a lot of restaurants and entertainment venues and it was nice to be able to come back to a quiet place.,5.0
Entire home,4.93,"Las Vegas, Nevada, United States",6,Lora,,"Beautiful place, my husband I wanted to spend a month in that area to be close to 2 of our kids and our grandchildren. It was a great place for the kids to hang out. Loved the area, close to so much.  We walked up to ""The Bar"" several times, loved their Cuban Sandwich.",4.0
Entire home,4.8,"Henderson, Nevada, United States",12,Terry,,"I want to thank Terry for her amazing communication prior and after my stay at her property. She was very flexible with approving an early check-in for me and my friends. The home has succeeded all my expectations, especially during a busy superbowl weekend. In fact it was my first time visiting the city and it couldn't have gone any better. Thank you Terry, host like yourself definitely make airbnb look good.",5.0
Entire home,4.87,"Las Vegas, Nevada, United States",14,Rachel Ashley,,Great stay! Game room was really fun! Wonderful place for a decent sized group of people. Lots of beds!,5.0
Entire serviced apartment,5.0,"Las Vegas, Nevada, United States",6,Dennis And Cindy,,"Wonderful, helpful staff. Beautiful property and a hop, skip, and jump away from the Strip! Amazing being that close to the promenade! The unit comfortably fit our group of five.",5.0
Entire home,,"Henderson, Nevada, United States",8,Thomas,,"We had a very pleasant stay. The home is updated, modern, and extremely clean. It’s tastefully decorated and fully equipped with new appliances, large flat screen tv’s in the living room and master, and and plenty of cooking and cleaning supplies. The location is great. There’s a nice park down the street which was really nice for us since we have a toddler. The freeway entrance was just a couple minutes away. About 15 minutes from the airport and about 20 minutes to the strip.",5.0
Entire home,4.84,"Las Vegas, Nevada, United States",12,Selene,,"Salene was great and professional, I appreciate her response in real time and understanding. I would definitely rent from Selene again. Thank You so much.",5.0
Entire home,4.87,"Las Vegas, Nevada, United States",16,Ace,,"Thanks for the accommodation! Perfect stay, great communication!",5.0
Room in hotel,,"Las Vegas, Nevada, United States",8,Suiteness,,,
Entire condo,5.0,"Las Vegas, Nevada, United States",6,Stacey,,Lots of space! Projector to catch sports game was awesome!,5.0
Entire condo,5.0,"Las Vegas, Nevada, United States",6,Steven,,This place is absolutely perfect! Could not have asked for a better experience.,5.0
Entire serviced apartment,,"Las Vegas, Nevada, United States",6,Dennis And Cindy,,"was a nice place, close to the las vegas strip",4.0
Entire rental unit,4.66,"Las Vegas, Nevada, United States",6,Valerie,,Good place to stay. I’m sure to stay again.,5.0
Entire home,4.95,"Las Vegas, Nevada, United States",16,Edwin,,It is a beautiful home with tons of space.,5.0
Entire rental unit,,"Henderson, Nevada, United States",5,Kimberly,,,
Private room in resort,,"Las Vegas, Nevada, United States",8,Vegas,,"We absolutely loved our stay in this Airbnb. It is a beautiful, huge suite! So clean! So modern! Huge windows that overlook the strip! Comfortable beds! So much room! We loved it! Nicest Airbnb we’ve ever stayed in! The host has the place stocked with everything you’d need!",5.0
Entire condo,5.0,"Las Vegas, Nevada, United States",6,Dennis And Cindy,,Great location in relation to the Sphere!,5.0
Entire home,4.96,"Las Vegas, Nevada, United States",6,Rodrigo,,Great stay,5.0
Entire rental unit,,"Las Vegas, Nevada, United States",4,Wendel,,,
Entire home,4.7,"Las Vegas, Nevada, United States",14,Dj,,Great place to stay and convenient.,5.0
Entire resort,,"Las Vegas, Nevada, United States",6,Paul,,This is a great condo option right off the strip. We were easily within walking distance of the Cosmo and Aria but had more amenities like a full kitchen. Check in and out was easy and there was a clear place for taxis to pick up and drop off outside the building. This was a great place to stay for our convention.,4.0
Room in hotel,,"Las Vegas, Nevada, United States",6,Suiteness,,,
Entire condo,4.6,"Las Vegas, Nevada, United States",4,Shaylea,,We had an amazing time during our stay. The view was great and the short distance from the strip was great. Would definitely come back .,5.0
Entire home,4.77,"Las Vegas, Nevada, United States",12,Rayvan,,The pictures don’t do the place justice. It is beautiful. My friends and I loved it. The pool area is amazing.,5.0
Entire villa,4.8,"Las Vegas, Nevada, United States",16,V&L Home,,"V&L Home was a great property management company to work with. I had a large group (17 people) and they accommodated us very well. The listing was perfect for the week we were there and we didn’t have any issues. The house was clean and tidy when we got there and any questions I had, they responded to in less than an hour. They were excellent and I would definitely book with them again the next time I’m in Vegas.",5.0
Room in hotel,,"Las Vegas, Nevada, United States",6,Suiteness,,,
Room in hotel,,"Las Vegas, Nevada, United States",4,Suiteness,,,
Entire home,4.87,"Las Vegas, Nevada, United States",16,Josh,,Fantastic place and a fantastic host,5.0
Room in hotel,,"Las Vegas, Nevada, United States",8,888,,,
Entire home,4.99,"Las Vegas, Nevada, United States",14,Donavin,,amazing place with plenty to do! host was very responsive and helpful!,5.0
Room in hotel,,"Las Vegas, Nevada, United States",4,SAHARA Las Vegas,,,
Entire condo,,"Las Vegas, Nevada, United States",8,Ani,,,
Entire condo,,"Las Vegas, Nevada, United States",8,Ani,,"It was a terrible experience booking this place. The host canceled my booking on the morning of the stay even though I booked a month in advance stating that my booking was canceled because I did not provide my full name and contact number and because of that my booking was given to someone else by the resort and that the resort had no more inventory. I did not receive any reminder to provide that information considering it was such a vital information. I had been getting regular emails from AirBnb saying that I am all set for my stay but on the morning of my stay, I received the cancellation message from the host. Even after that, I continuously tried to message and call the host in order to resolve this issue because I was going to board my flight in a few hours and I did not want to be stuck at the airport with no place to live but there was absolutely no courtesy by the host to reply to my messages or calls. I spent 5-6 hours messaging the host multiple times and calling AirBnb support with no help. Due to this miscommunication, I had no place to stay at the last minute and whatever was available was too damn expensive and I had to cancel my much awaited Las Vegas trip at the last moment. This has been a pathetic experience dealing with this host and Airbnb support. Really disappointed!!",1.0
Entire home,4.95,"Las Vegas, Nevada, United States",14,Jack,,"Jack was AMAZING took a trip for my birthday and God I HAD A BLAST. No one from my group was ready to go home.  Every room had a TV. I mean everything you needed was there. The hot tub was fantastic boy that was great. It was really worth every penny.  The mini golf ⛳️ was a plus, fish, nature, turtle so great. So much room. You're amazing host. He let us check in early at no extra charge. Thanks JACK You're the BEST! WE ARE READY TO GO BACK.  Group of 10 and we didn't even use all the beds lol. The pool area and piano just perfect.  Amazing home Jack. 🏡 THANKS!",5.0
Entire serviced apartment,4.7,"Las Vegas, Nevada, United States",12,Marsha,,"Easy check-in, affordable pricing compared to other places as the resort fees were all included. Conveniently located.",5.0
Entire villa,4.7,"Las Vegas, Nevada, United States",16,Maggie,,Maggie is the sweetest! She was very nice and communicative! Our stay was great at her place!,5.0
Entire home,4.76,"Las Vegas, Nevada, United States",8,Lovely,,Property is not available.,1.0
Entire home,4.87,"Las Vegas, Nevada, United States",16,Jose A,,"Had an amazing stay at Jose’s. The house is very nice, clean and well kept. The pool is good and is regularly cleaned on Tuesdays. Jose was easy to communicate and fast to help with anything we needed",5.0
Entire home,4.84,"Henderson, Nevada, United States",12,Emily,,We had 10 people fit in the house comfortably. The host was super friendly and responsive. It was great! The house is super cute and feels homey.,5.0
Entire home,4.88,"Las Vegas, Nevada, United States",16,Calvin,,"Perfect location, and well kept house",5.0
Entire villa,4.8,"Las Vegas, Nevada, United States",15,V&L Home,,"We had an amazing experience staying here for the Super Bowl. The host was incredibly responsive, addressing our queries promptly and making the booking process smooth.<br/>The highlight was the host's flexibility in allowing us to check in early and the large gathering space to all have meals together. This was especially helpful for our large group attending the Super Bowl, giving us a place to gather and store our belongings while waiting for the rest of our group to arrive. It made our trip much more convenient and enjoyable.<br/>Overall, the accommodations were fantastic, and the host's hospitality played a significant role in making our Super Bowl experience memorable. We highly recommend this Airbnb to anyone looking for a responsive and accommodating host.",5.0
Room in hotel,,"Las Vegas, Nevada, United States",6,Suiteness,,,
Private room in resort,4.98,"Las Vegas, Nevada, United States",8,Theron,,"Theron was an incredibly helpful host and this location was excellent. I can't think of a better spot on the strip to be able to access everything, so centrally located. We stayed in a two bedroom suite with another couple and the layout was perfect. Very nice communal space but also plenty of privacy. We'll book this again every time we're in Vegas.",5.0
Entire serviced apartment,5.0,"Las Vegas, Nevada, United States",6,Dennis And Cindy,,I really thought this place was a great stay.   It was close to the airport and close to the Las Vegas trip. Really good value. Very clean and very comfortable. Our house were excellent communicators.,5.0
Entire home,4.89,"Las Vegas, Nevada, United States",6,Randy,,Great stay. Hope to go back!,5.0
Entire home,4.62,"Las Vegas, Nevada, United States",16,Matt,,"Great place to stay for the price, the only thing that I have to say is that it really needs some upgrades and fix a few things that weren’t working right",4.0
Entire serviced apartment,,"Las Vegas, Nevada, United States",6,Dennis And Cindy,,Dennis' place was amazing as you have access to your own kitchen. There are 3 pools however one is still going under construction. <br/>Dennis was great with communication and his place is located just a block away from the strip. Its completely walkable however the hotel does offer a first come first serve shuttle ride to the strip and back. The place is very spacious and very convienant for you not to eat out too much. Would stay here again!,5.0
Entire serviced apartment,4.75,"Las Vegas, Nevada, United States",6,Dennis And Cindy,,"Great location, very convenient.",5.0
Entire condo,,"Las Vegas, Nevada, United States",4,Nicolee,,"This Condo was perfect! Absolutely NO complaints, would definitely stay here again!",5.0
Room in serviced apartment,4.86,"Las Vegas, Nevada, United States",6,Dennis And Cindy,,We had a wonderful stay. It's close enough to the Strip without being too close. Thank you!,5.0
Entire villa,4.9,"Las Vegas, Nevada, United States",12,David,,David’s place was beautiful. We had plenty of room to lounge around. The kitchen was well equipped. Not far from Fremont and the strip. We’re definitely coming back in the summer to enjoy the pool .,5.0
Entire home,4.45,"Las Vegas, Nevada, United States",9,Cavan,,Clean comfortable house. Minor wear and tear but nothing that negatively effected our stay. Pool was nice on a hot day. Neighbourhood generally felt safe and clean with a grocery store near by. Good communication from the host. Thanks for the experience!,5.0
Entire home,4.95,"Henderson, Nevada, United States",12,Mike,,Outstanding Airbnb !!!,5.0
Entire home,4.96,"Las Vegas, Nevada, United States",12,Nancy,,"Nancy is an awesome host, with a great house with lots of room and relatively close to the strip.",5.0
Room in hotel,,"Las Vegas, Nevada, United States",3,Suiteness,,,
Room in hotel,,"Las Vegas, Nevada, United States",8,Suiteness,,,
Entire home,5.0,"Las Vegas, Nevada, United States",6,Annie,,"I’d rate this a Best Place to stay in Vegas. You get what you see plus more, no gimmicks. The hosts are extremely friendly and respond quickly when needed. The home was very clean and comfortable. We stayed over a month and it really felt like home. The home is in a prime location, gated community, close to the airport, the Las Vegas strip, city parks, and a waterpark. It was a great location as we have small children and needed to get out and play. Truly a home away from home. Thank you Tristan and Annie, you were awesome!!",5.0
Private room in resort,,"Las Vegas, Nevada, United States",4,Asher,,The location was perfect. The small kitchen was great saving and reheating leftovers. The resort has a large pool and small restaurant on property. We had a wonderful stay.,5.0
Entire serviced apartment,4.8,"Las Vegas, Nevada, United States",6,Dennis And Cindy,,Super easy check in and our room was ready right away. We were expecting much more chaos with the formula one race happening but everything was perfect.,5.0
Entire condo,,"Las Vegas, Nevada, United States",8,Michel,,,
Entire rental unit,4.72,"Las Vegas, Nevada, United States",8,Luxury Hotels,,"Great location. Fantastic layout.  Quiet.  Local responsible maintenance entity letting the ARBNB owner down.  Master bathroom filthy.  Master toilet not working.  Master TV cables/wires pulled out and TV not working. Master shower door handle barely attached.  Simple things that the local maintenance team should've taken care of prior to me arriving.  <br/>One other thing: asked for a refresh of towels and was told that that ""service"" was an extra charge.  When I asked to confirm, magically the towels showed up at no charge.",4.0
Entire home,4.36,"Las Vegas, Nevada, United States",15,Alex,,Alex was very responsive. I appreciated the list of local recommendations he provided.,5.0
Entire home,5.0,"Las Vegas, Nevada, United States",6,Katie,,Katie is a thoughtful and helpful host that made her entire home available to us.<br/>Thank you Katie.,5.0
Entire condo,,"Las Vegas, Nevada, United States",8,Concierge,,we loved our stay! we will come back again.,5.0
Entire home,4.92,"Las Vegas, Nevada, United States",12,Desiree,,"We recently stayed at this 6-bedroom Airbnb in Las Vegas and were absolutely thrilled with our experience. The house was spacious, impeccably clean, and beautifully decorated, providing a luxurious and comfortable base for our group. Each bedroom was well-appointed, ensuring privacy and comfort for all guests. The location was ideal, offering easy access to the Strip while being in a quiet neighborhood for restful nights. The host was attentive and responsive, making our stay seamless. From the well-equipped kitchen to the inviting outdoor space, every aspect of this property exceeded our expectations. A perfect 5-star experience!",5.0
Entire condo,,"Las Vegas, Nevada, United States",8,Ani,,Highly recommended. Thank you!,5.0
Entire serviced apartment,,"Las Vegas, Nevada, United States",2,Aaron,,Would definitely stay again!!,5.0
Entire townhouse,,"Las Vegas, Nevada, United States",8,Corina,,It was nice house I feel like home and feel safe very close to stripe and close other sight seen Corina is a super hostage everything was same like a picture on Airbnb we enjoyed our stay if I go to Vegas I to stay again there .,5.0
Entire serviced apartment,4.71,"Las Vegas, Nevada, United States",12,Alex,,"It was all good. The apartment is a bit older when compared to the pictures, but everyhting was working perfectly and the localization is really incredible.",5.0
Entire home,4.97,"Henderson, Nevada, United States",16,Ace,,"The house was great, very roomy, nice big house. We found there were too many rules with this house to accommodate kids. The house had noise level readers throughout and we were threatened with calling the police if the noise was too loud. <br/>There are some rooms that appear to have been added to the house they were cold. Other than that, it was a nice house. Back yard is beautiful in December too cold to use.",4.0
Private room in resort,4.91,"Las Vegas, Nevada, United States",8,Theron,,The accommodation was as described and was a pleasure to stop in.  The views were great from all rooms.  You even got a great view while sitting in the tub! We were a party of 5 but would comfortably host more. <br/>Theron personally greeted us and had checked us in at reception and sorted the parking tickets. <br/>It was easy to get a taxi or Uber from hotel.  Hotel security was good. No one gets in the lift without a valid room key.<br/>Would certainly stay here again.,5.0
Private room in resort,5.0,"Las Vegas, Nevada, United States",8,Theron,,"A true home away from  home,thats how this room makes you feel. could not have asked for better just perfect for a family or if it's eney other situation",5.0
Entire serviced apartment,4.81,"Las Vegas, Nevada, United States",6,Paul,,Paul is super helpful and responds quickly.,5.0
Private room in resort,5.0,"Las Vegas, Nevada, United States",8,Vegas,,Great host!,5.0
Room in hotel,,"Las Vegas, Nevada, United States",3,Suiteness,,,
Private room in resort,,"Las Vegas, Nevada, United States",6,Dean,,perfect place in a great area! will return,5.0
Entire home,4.76,"Las Vegas, Nevada, United States",8,Elizabeth,,Spacious clean home.  Peaceful neighborhood.  Easy to get to.  Thanks again!,5.0
Private room in resort,5.0,"Las Vegas, Nevada, United States",6,Melissa,,Couldn’t ask for a better stay. Very clean and comfortable room. Melissa was a great host and was in communication with us for anything we may have needed. Highly recommend staying here with Melissa as your host!,5.0
Entire serviced apartment,5.0,"Las Vegas, Nevada, United States",6,Dennis And Cindy,,This place was really nice with plenty of room<br/>For my family. It was a short walk to the strip which was plus. Denis and Cindy responded whenever I texted and the check on and check out process was really easy. I will stay here again,5.0
Entire villa,,"Las Vegas, Nevada, United States",6,Nili,,,
Entire condo,,"Las Vegas, Nevada, United States",6,Dennis And Cindy,,We stayed for about 4 days during a conference visit and Las Vegas and it was a great local hub for all the back and further during the conference craze!,5.0
Entire home,4.96,"Las Vegas, Nevada, United States",13,Albert,,"This house is beautiful, clean & very spacious. Great backyard, everything we needed for our 2 week vacation for Christmas. Super responsive hosts. will definitely be staying here again. A+",5.0
Entire condo,5.0,"Las Vegas, Nevada, United States",6,Dennis And Cindy,,Dennis and Cindy's place was great! They were very communicative and the best hosts I think I've ever had. We had a small issue when we arrived at the place and were very quick to fix it and accomodate us. They also let us check in early and were just very friendly. Highly recommend!,5.0
Entire home,4.78,"Las Vegas, Nevada, United States",16,Manya,,This place was perfect! Had more than enough space for my group. Had plenty of towels and blankets. Only thing is the pool doesn’t get too hot but I still loved it. I would definitely love to stay here again!,5.0
Entire serviced apartment,,"Las Vegas, Nevada, United States",6,Dennis And Cindy,,"This timeshare condo is a breeze. Checkin just like a hotel with front desk. Condo was newer and nicer than I expected. For anyone looking for a two bed two bath option at a reasonable price in a good location, this is the one.",5.0
Entire home,5.0,"Las Vegas, Nevada, United States",8,Mihaela,,Gorgeous house with a pool located close to airport in a good neighborhood 15 minutes from the strip so ubering on nights out is affordable,5.0
Entire home,4.79,"Las Vegas, Nevada, United States",16,Jacob,,Very responsive host. Jacob is very attentive and quick to respond.,5.0
Entire home,4.9,"North Las Vegas, Nevada, United States",8,Sharon,,This is a great place to stay for a family trip. It is spacious and clean.,5.0
Entire home,4.96,"Henderson, Nevada, United States",16,Paul,,"I absolutely loved this place! My guests and I felt right at home and actually spent alot of our time inside or in the hot tub. The location is close enough to the strip you can Uber at a good price, or take a 15 minute drive. It’s also far enough out that you can actually relax and not have to worry about the busy night life. The home was very clean and been well maintained. I would definitely stay at this location again. 5 stars! ⭐️⭐️⭐️⭐️⭐️",5.0
Entire home,4.58,"Las Vegas, Nevada, United States",16,Jacqueline,,"Peaceful neighborhood with 6 rooms. Only be careful if you are expecting to use the Wi-Fi or jacuzzi, not really useable had to switch to cellular data",3.0
Entire serviced apartment,4.98,"Las Vegas, Nevada, United States",8,Alison,,We enjoyed Alison’s place so much. It was just lovely and well worth the price we paid. Aliso was very responsive to any questions we had prior to our visit.,5.0
Room in hotel,5.0,"Las Vegas, Nevada, United States",2,Robert,,Robert was a great host!! Would recommend to everyone !!! The room was beautiful the views from each of the rooms was so beautiful!!! It was worth the experience definitely ..The tub was  ABSOLUTELY BEAUTIFUL with the changing colors and the jets !!! Wow !!🤩,5.0
Private room in resort,4.98,"Las Vegas, Nevada, United States",8,Vegas,,Place is fantastic! Will be staying here again anytime im in Vegas.,5.0
Entire serviced apartment,5.0,"Las Vegas, Nevada, United States",6,Dennis And Cindy,,"This condo was in a great location off the strip for the price! Less than 10 mins from The Linq Promenade. The condo was on the 3rd floor, but not difficult for the elderly or with a carseat to go up. Our suitcases were brought up by the workers of the facility. The resort included shuttle pick up from our location of the condo to the front main entrance. These amenities were great! For being out of town, we wished the kitchen was better stocked with cooking items including more cookware and seasonings. Other than that, this condo was comfortable and close enough to the strip!",5.0
Entire condo,,"Las Vegas, Nevada, United States",8,Hany,,"We stayed here for a business trip; the place was perfect, just as advertised. the second suite was just what we needed. Hany was very pleasant to work with as well.",5.0
Entire home,4.86,"Las Vegas, Nevada, United States",16,InvitingSpaces,,"Rented both houses next to each other for a family reunion.  House was large with enough space for our group of 14 that included a mix of kids and grandparents.<br/>Only hiccup was wi-fi/tech issues that prevented us from streaming the football game on Thanksgiving day.  Ace responded quickly and brought a new TV even though it was a holiday.<br/>Definitely would recommend. For families, note that the neighborhood is very convenient with everything less than a mile away, but not walkable.  Will need a car, but can get anywhere in less than 10 minutes.  Easy Ubers too.",5.0
Entire rental unit,4.67,"Las Vegas, Nevada, United States",8,LasVegasSuites,,Overall a good place to stay while my team visited Vegas for work.,4.0
Entire condo,4.97,"Las Vegas, Nevada, United States",6,Ford,,"Went for three nights with my wife and two kids. The views from the room were amazing. Easy walk to Bellagio, Aria, and the strip. Really a fantastic spot. Checking in and out was very easy. Highly recommend this spot.",5.0
Entire serviced apartment,4.95,"Las Vegas, Nevada, United States",4,Shaylea,,"Shaylea’s place was super clean and very convenient. Quiet spot with no casino, which is nice. Very responsive. No issues whatsoever and would stay there again.",5.0
Private room in resort,4.91,"Las Vegas, Nevada, United States",12,Hao,,"Even better than advertised.<br/>Great location, great amenities, great price.",5.0
Entire home,,"Las Vegas, Nevada, United States",8,Sara,,,
Entire home,4.83,"Las Vegas, Nevada, United States",12,Claycee,,"Claycee was very accommodating to my large group and was quick to respond and take action whenever I needed anything. Our Bachelorette trip was comfortable thanks to the large space, plenty of bedrooms, and pool. Kitchen was fully stocked and accessible. She was very flexible with the check in / check out times and was very helpful whenever we needed anything. <br/>Important to note that there is an extra charge for the pool to be heated. Also if you want the hot tub to be running the main pool cannot be heated at the same time. The garage is also locked so you do not have access to it and there were some closets that were locked. The house is definitely lived in with personal items from the host around the house and a couple of clothing items left in the drier. The floor was also a little sticky in the kitchen when we arrived.<br/>For the most part, the listing is accurate to the actual house. Overall we were very satisfied with our stay.",5.0
Entire home,4.74,"Henderson, Nevada, United States",14,Emily,,"Great stay! Convenient location, lots of space, easy and quick communication with host!",5.0
Entire rental unit,,"Las Vegas, Nevada, United States",6,Armando,,,
Entire serviced apartment,5.0,"Las Vegas, Nevada, United States",6,Dennis And Cindy,,"The place was in a great location close to the airport and close to the strip. We loved the pools and indoor jacuzzi, we really enjoyed our stay here and would definitely book with Dennis and Cindy again.",5.0
